service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1111100-20,1,1,1,1,1,0,0,20260709,20260722
1111111-33,1,1,1,1,1,1,1,20260709,20260722
1111100-21,1,1,1,1,1,0,0,20260709,20260722
1111100-22,1,1,1,1,1,0,0,20260709,20260722
1111111-34,1,1,1,1,1,1,1,20260709,20260722
1111101-6,1,1,1,1,1,0,1,20260709,20260717
1111100-23,1,1,1,1,1,0,0,20260710,20260710
1111111-35,1,1,1,1,1,1,1,20260709,20260722
1111100-24,1,1,1,1,1,0,0,20260709,20260722
1111100-25,1,1,1,1,1,0,0,20260709,20260722
1111111-36,1,1,1,1,1,1,1,20260713,20260722
1111111-37,1,1,1,1,1,1,1,20260709,20260722
1111100-26,1,1,1,1,1,0,0,20260709,20260722
1111100-27,1,1,1,1,1,0,0,20260709,20260722
1111100-28,1,1,1,1,1,0,0,20260709,20260722
1111111-38,1,1,1,1,1,1,1,20260709,20260722
1111100-29,1,1,1,1,1,0,0,20260714,20260714
1111100-30,1,1,1,1,1,0,0,20260715,20260722
1111111-39,1,1,1,1,1,1,1,20260715,20260722
1111100-31,1,1,1,1,1,0,0,20260715,20260722
1111100-32,1,1,1,1,1,0,0,20260717,20260722
0000011-8,0,0,0,0,0,1,1,20260711,20260719
0000010-4,0,0,0,0,0,1,0,20260711,20260718
1111111-40,1,1,1,1,1,1,1,20260715,20260722
1111111-41,1,1,1,1,1,1,1,20260709,20260722
0000001-4,0,0,0,0,0,0,1,20260712,20260719
1111100-33,1,1,1,1,1,0,0,20260709,20260722
1111100-34,1,1,1,1,1,0,0,20260715,20260722
1111100-35,1,1,1,1,1,0,0,20260717,20260722
1111111-42,1,1,1,1,1,1,1,20260709,20260721
1111111-43,1,1,1,1,1,1,1,20260709,20260719
1111101-7,1,1,1,1,1,0,1,20260709,20260719
1111111-44,1,1,1,1,1,1,1,20260714,20260715
1111111-45,1,1,1,1,1,1,1,20260715,20260721
1111100-36,1,1,1,1,1,0,0,20260709,20260722
1111111-46,1,1,1,1,1,1,1,20260709,20260722
1111100-37,1,1,1,1,1,0,0,20260709,20260713
1111111-47,1,1,1,1,1,1,1,20260709,20260722
1111100-38,1,1,1,1,1,0,0,20260709,20260722
1111100-39,1,1,1,1,1,0,0,20260714,20260722
1111100-40,1,1,1,1,1,0,0,20260709,20260722
1111100-41,1,1,1,1,1,0,0,20260709,20260722
1111101-8,1,1,1,1,1,0,1,20260709,20260722
1111100-42,1,1,1,1,1,0,0,20260709,20260722
1111100-43,1,1,1,1,1,0,0,20260709,20260722
1111100-44,1,1,1,1,1,0,0,20260709,20260722
1111111-48,1,1,1,1,1,1,1,20260709,20260722
1111100-45,1,1,1,1,1,0,0,20260709,20260715
1111001-1,1,1,1,1,0,0,1,20260709,20260722
1111000-1,1,1,1,1,0,0,0,20260709,20260722
1111110-5,1,1,1,1,1,1,0,20260710,20260722
1111100-46,1,1,1,1,1,0,0,20260710,20260716
1111100-47,1,1,1,1,1,0,0,20260709,20260722
0000110-1,0,0,0,0,1,1,0,20260710,20260718
0000110-2,0,0,0,0,1,1,0,20260710,20260711
0000011-9,0,0,0,0,0,1,1,20260711,20260719
0000011-10,0,0,0,0,0,1,1,20260711,20260711
0000011-11,0,0,0,0,0,1,1,20260712,20260712
1111111-49,1,1,1,1,1,1,1,20260713,20260719
1111100-48,1,1,1,1,1,0,0,20260713,20260722
1111100-49,1,1,1,1,1,0,0,20260713,20260722
1111100-50,1,1,1,1,1,0,0,20260715,20260715
1111100-51,1,1,1,1,1,0,0,20260716,20260722
1111111-50,1,1,1,1,1,1,1,20260716,20260722
0000110-3,0,0,0,0,1,1,0,20260717,20260718
0000011-12,0,0,0,0,0,1,1,20260712,20260719
0000011-13,0,0,0,0,0,1,1,20260711,20260718
1111100-52,1,1,1,1,1,0,0,20260713,20260715
1111110-6,1,1,1,1,1,1,0,20260717,20260722
1111111-51,1,1,1,1,1,1,1,20260711,20260715
1111100-53,1,1,1,1,1,0,0,20260717,20260722
1111101-9,1,1,1,1,1,0,1,20260709,20260716
1111101-10,1,1,1,1,1,0,1,20260717,20260719
1111100-54,1,1,1,1,1,0,0,20260709,20260722
1111100-55,1,1,1,1,1,0,0,20260709,20260722
1111100-56,1,1,1,1,1,0,0,20260709,20260722
1111100-57,1,1,1,1,1,0,0,20260709,20260722
1111100-58,1,1,1,1,1,0,0,20260709,20260722
1111100-59,1,1,1,1,1,0,0,20260709,20260722
1111100-60,1,1,1,1,1,0,0,20260709,20260717
1111100-61,1,1,1,1,1,0,0,20260709,20260710
0000100-1,0,0,0,0,1,0,0,20260710,20260717
0000100-2,0,0,0,0,1,0,0,20260710,20260710
0000100-3,0,0,0,0,1,0,0,20260717,20260717
0000011-14,0,0,0,0,0,1,1,20260711,20260712
0000011-15,0,0,0,0,0,1,1,20260711,20260718
0000011-16,0,0,0,0,0,1,1,20260711,20260719
1111111_TR1,1,1,1,1,1,1,1,20251214,20261212
1111111_TR2,1,1,1,1,1,1,1,20260216,20261212
1111111_TR3,1,1,1,1,1,1,1,20260417,20261212
1111111_TR4,1,1,1,1,1,1,1,20260501,20261212
1111100_TR1,1,1,1,1,1,0,0,20251215,20261211
1111101_TR1,1,1,1,1,1,0,1,20251214,20261211
1111101_TR2,1,1,1,1,1,0,1,20260630,20260721
1111101_TR3,1,1,1,1,1,0,1,20260707,20260714
1111110_TR1,1,1,1,1,1,1,0,20251215,20261212
1111111_TR5,1,1,1,1,1,1,1,20251214,20261212
1111111_TR6,1,1,1,1,1,1,1,20260630,20260721
1111111_TR7,1,1,1,1,1,1,1,20260707,20260714
1111111_TR8,1,1,1,1,1,1,1,20251214,20261212
0100001_TR1,0,1,0,0,0,0,1,20260721,20260809
0010000_TR1,0,0,1,0,0,0,0,20260909,20260909
0011100_TR1,0,0,1,1,1,0,0,20260707,20260710
1111101_TR4,1,1,1,1,1,0,1,20251214,20261211
1111111_TR9,1,1,1,1,1,1,1,20251214,20261212
1111111_TR10,1,1,1,1,1,1,1,20251214,20261212
1111111_TR11,1,1,1,1,1,1,1,20251214,20261212
1111111_TR12,1,1,1,1,1,1,1,20251214,20261212
1111100_TR2,1,1,1,1,1,0,0,20251215,20261211
1111111_TR13,1,1,1,1,1,1,1,20251214,20261212
0000011_TR1,0,0,0,0,0,1,1,20251214,20261212
0000011_TR2,0,0,0,0,0,1,1,20251214,20261212
1111101_TR5,1,1,1,1,1,0,1,20251214,20261211
1111100_TR3,1,1,1,1,1,0,0,20251215,20261211
0000010_TR1,0,0,0,0,0,1,0,20251220,20261212
1111111_TR14,1,1,1,1,1,1,1,20251214,20261212
0000010_TR2,0,0,0,0,0,1,0,20251220,20261212
0000001_TR1,0,0,0,0,0,0,1,20251214,20261206
1111101_TR6,1,1,1,1,1,0,1,20251214,20261211
1111110_TR2,1,1,1,1,1,1,0,20260302,20261212
0000001_TR2,0,0,0,0,0,0,1,20260308,20261206
1111111_TR15,1,1,1,1,1,1,1,20251214,20261212
0000011_TR3,0,0,0,0,0,1,1,20251214,20261212
0000011_TR4,0,0,0,0,0,1,1,20260614,20260712
1111111_TR16,1,1,1,1,1,1,1,20251214,20261212
1011111_TR1,1,0,1,1,1,1,1,20260706,20260713
1111111_TR17,1,1,1,1,1,1,1,20251214,20261212
0011100_TR2,0,0,1,1,1,0,0,20260630,20260717
1100011_TR1,1,1,0,0,0,1,1,20260718,20260721
1111100_TR4,1,1,1,1,1,0,0,20251215,20261211
1111100_TR5,1,1,1,1,1,0,0,20260615,20260717
1111111_TR18,1,1,1,1,1,1,1,20251214,20261212
1111111_TR19,1,1,1,1,1,1,1,20260614,20260717
1000011_TR1,1,0,0,0,0,1,1,20260725,20260727
1111111_TR20,1,1,1,1,1,1,1,20251214,20261212
1111100_TR6,1,1,1,1,1,0,0,20251215,20261211
1000000_TR1,1,0,0,0,0,0,0,20260727,20260727
0000011_TR5,0,0,0,0,0,1,1,20251214,20261212
0000011_TR6,0,0,0,0,0,1,1,20260614,20260712
0000011_TR7,0,0,0,0,0,1,1,20260725,20260726
1111111_TR21,1,1,1,1,1,1,1,20251214,20261212
1111111_TR22,1,1,1,1,1,1,1,20260614,20260717
1111111_TR23,1,1,1,1,1,1,1,20251214,20261212
1111111_TR24,1,1,1,1,1,1,1,20251214,20261212
0000011_TR8,0,0,0,0,0,1,1,20251214,20261212
0000011_TR9,0,0,0,0,0,1,1,20260711,20260712
0011100_TR3,0,0,1,1,1,0,0,20260614,20260717
1111111_TR25,1,1,1,1,1,1,1,20251214,20261212
0000011_TR10,0,0,0,0,0,1,1,20251214,20261212
0000001_TR3,0,0,0,0,0,0,1,20251214,20261206
1111110_TR3,1,1,1,1,1,1,0,20251215,20261212
0000001_TR4,0,0,0,0,0,0,1,20251214,20261206
1111111_TR26,1,1,1,1,1,1,1,20251214,20261212
0011111_TR1,0,0,1,1,1,1,1,20260707,20260712
0000011_TR11,0,0,0,0,0,1,1,20251214,20261212
1111100_TR7,1,1,1,1,1,0,0,20251215,20261211
1111111_TR27,1,1,1,1,1,1,1,20251214,20261212
1111111_TR28,1,1,1,1,1,1,1,20251214,20261212
1111111_TR29,1,1,1,1,1,1,1,20251214,20261212
0000001_TR5,0,0,0,0,0,0,1,20251214,20261206
0000010_TR3,0,0,0,0,0,1,0,20251220,20261212
1111100_TR8,1,1,1,1,1,0,0,20251215,20261211
1111100_TR9,1,1,1,1,1,0,0,20260715,20260721
0000010_TR4,0,0,0,0,0,1,0,20251220,20261212
0000010_TR5,0,0,0,0,0,1,0,20260718,20260718
0000001_TR6,0,0,0,0,0,0,1,20251214,20261206
1111101_TR7,1,1,1,1,1,0,1,20251214,20261211
1011101_TR1,1,0,1,1,1,0,1,20260715,20260720
1111111_TR30,1,1,1,1,1,1,1,20251214,20261212
1111111_TR31,1,1,1,1,1,1,1,20260715,20260721
1111110_TR4,1,1,1,1,1,1,0,20251215,20261212
1111110_TR5,1,1,1,1,1,1,0,20260715,20260721
0000001_TR7,0,0,0,0,0,0,1,20251214,20261206
0000001_TR8,0,0,0,0,0,0,1,20260719,20260719
1111101_TR8,1,1,1,1,1,0,1,20260715,20260721
1111111_TR32,1,1,1,1,1,1,1,20260218,20261212
1111101_TR9,1,1,1,1,1,0,1,20251214,20261211
1111111_TR33,1,1,1,1,1,1,1,20251214,20261212
0000001_TR9,0,0,0,0,0,0,1,20251214,20261206
1111100_TR10,1,1,1,1,1,0,0,20251215,20261211
1000000_TR2,1,0,0,0,0,0,0,20251215,20261207
1000000_TR3,1,0,0,0,0,0,0,20260720,20260720
0111100_TR1,0,1,1,1,1,0,0,20251216,20261211
0111100_TR2,0,1,1,1,1,0,0,20260715,20260721
0000010_TR6,0,0,0,0,0,1,0,20251220,20261212
0000011_TR12,0,0,0,0,0,1,1,20251214,20261212
0000011_TR13,0,0,0,0,0,1,1,20260718,20260719
1111000_TR1,1,1,1,1,0,0,0,20251215,20261210
1111111_TR34,1,1,1,1,1,1,1,20251214,20261212
1111110_TR6,1,1,1,1,1,1,0,20251215,20261212
0000001_TR10,0,0,0,0,0,0,1,20251214,20261206
0000011_TR14,0,0,0,0,0,1,1,20260501,20260928
1111111_TR35,1,1,1,1,1,1,1,20260425,20260928
0000001_TR11,0,0,0,0,0,0,1,20260823,20260823
0111111_TR1,0,1,1,1,1,1,1,20251214,20261212
1000000_TR4,1,0,0,0,0,0,0,20251215,20261207
0000001_TR12,0,0,0,0,0,0,1,20251214,20261206
1111110_TR7,1,1,1,1,1,1,0,20251220,20261212
1111100_TR11,1,1,1,1,1,0,0,20251215,20261211
1111000_TR2,1,1,1,1,0,0,0,20260601,20260924
0000100_TR1,0,0,0,0,1,0,0,20260605,20260925
0000010_TR7,0,0,0,0,0,1,0,20260425,20260927
0000010_TR8,0,0,0,0,0,1,0,20260829,20260829
0000001_TR13,0,0,0,0,0,0,1,20260426,20260928
1111011_TR1,1,1,1,1,0,1,1,20251214,20261212
0000100_TR2,0,0,0,0,1,0,0,20251219,20261211
1111000_TR3,1,1,1,1,0,0,0,20251215,20261210
0000100_TR3,0,0,0,0,1,0,0,20251219,20261211
1111000_TR4,1,1,1,1,0,0,0,20251215,20261210
0000010_TR9,0,0,0,0,0,1,0,20251220,20261212
0000001_TR14,0,0,0,0,0,0,1,20251214,20261206
0000000_TR1,0,0,0,0,0,0,0,20251228,20261117
1111010_TR1,1,1,1,1,0,1,0,20251222,20260927
0000111_TR1,0,0,0,0,1,1,1,20251214,20261212
0000011_TR15,0,0,0,0,0,1,1,20251214,20261212
1111100_TR12,1,1,1,1,1,0,0,20251215,20261211
1111000_TR5,1,1,1,1,0,0,0,20251215,20261210
1111011_TR2,1,1,1,1,0,1,1,20251214,20261212
1100111_TR1,1,1,0,0,1,1,1,20251214,20261212
0011000_TR1,0,0,1,1,0,0,0,20251217,20261210
1111010_TR2,1,1,1,1,0,1,0,20251214,20261212
0000101_TR1,0,0,0,0,1,0,1,20251214,20261211
1111000_TR6,1,1,1,1,0,0,0,20260403,20260831
0000001_TR15,0,0,0,0,0,0,1,20260503,20260928
0000010_TR10,0,0,0,0,0,1,0,20260501,20260927
1111100_TR13,1,1,1,1,1,0,0,20251215,20261211
0000011_TR16,0,0,0,0,0,1,1,20251214,20261212
0000011_TR17,0,0,0,0,0,1,1,20251214,20261212
1111111_TR36,1,1,1,1,1,1,1,20251214,20261212
0000001_TR16,0,0,0,0,0,0,1,20251214,20261206
0000001_TR17,0,0,0,0,0,0,1,20260726,20260726
1111110_TR8,1,1,1,1,1,1,0,20251215,20261212
1000010_TR1,1,0,0,0,0,1,0,20260725,20260727
0000010_TR11,0,0,0,0,0,1,0,20251220,20261212
0000010_TR12,0,0,0,0,0,1,0,20260725,20260725
0000001_TR18,0,0,0,0,0,0,1,20251214,20261206
1111100_TR14,1,1,1,1,1,0,0,20251215,20261211
0000011_TR18,0,0,0,0,0,1,1,20251214,20261212
1111111_TR37,1,1,1,1,1,1,1,20251214,20261212
0000001_TR19,0,0,0,0,0,0,1,20251214,20261206
1111110_TR9,1,1,1,1,1,1,0,20251215,20261212
0000011_TR19,0,0,0,0,0,1,1,20251214,20261212
1111000_TR7,1,1,1,1,0,0,0,20251215,20261210
0000100_TR4,0,0,0,0,1,0,0,20251219,20261211
0000000_TR2,0,0,0,0,0,0,0,20251222,20261030
0000010_TR13,0,0,0,0,0,1,0,20251220,20261212
0000001_TR20,0,0,0,0,0,0,1,20251214,20261206
0000000_TR3,0,0,0,0,0,0,0,20251214,20261212
0000000_TR4,0,0,0,0,0,0,0,20251215,20261211
0000000_TR5,0,0,0,0,0,0,0,20251214,20261212
0000000_TR6,0,0,0,0,0,0,0,20251214,20261206
0000000_TR7,0,0,0,0,0,0,0,20251215,20261212
0000000_TR8,0,0,0,0,0,0,0,20251220,20261212
0000000_TR9,0,0,0,0,0,0,0,20251214,20261211
0000000_TR10,0,0,0,0,0,0,0,20251214,20261206
0000000_TR11,0,0,0,0,0,0,0,20251221,20261212
0000000_TR12,0,0,0,0,0,0,0,20251214,20261212
0000000_TR13,0,0,0,0,0,0,0,20251220,20261212
0000000_TR14,0,0,0,0,0,0,0,20251214,20261206
0000000_TR15,0,0,0,0,0,0,0,20251219,20261211
0000000_TR16,0,0,0,0,0,0,0,20251215,20261210
0000000_TR17,0,0,0,0,0,0,0,20251214,20261211
0000000_TR18,0,0,0,0,0,0,0,20251215,20261212
0000000_TR19,0,0,0,0,0,0,0,20251214,20261212
0000000_TR20,0,0,0,0,0,0,0,20251214,20261212
0000000_TR21,0,0,0,0,0,0,0,20251220,20261212
0000000_TR22,0,0,0,0,0,0,0,20251219,20261211
0000000_TR23,0,0,0,0,0,0,0,20251215,20261210
0000010_TR14,0,0,0,0,0,1,0,20260403,20261031
0000010_TR15,0,0,0,0,0,1,0,20260725,20260808
0000001_TR21,0,0,0,0,0,0,1,20260404,20261101
0000001_TR22,0,0,0,0,0,0,1,20260726,20260802
1111100_TR15,1,1,1,1,1,0,0,20260407,20261030
1111100_TR16,1,1,1,1,1,0,0,20260722,20260807
0000011_TR20,0,0,0,0,0,1,1,20260403,20261101
0000011_TR21,0,0,0,0,0,1,1,20260725,20260808
0000011_TR22,0,0,0,0,0,1,1,20260403,20261101
1111100_TR17,1,1,1,1,1,0,0,20260404,20261030
1111101_TR10,1,1,1,1,1,0,1,20260404,20261101
1111101_TR11,1,1,1,1,1,0,1,20260722,20260807
0000001_TR23,0,0,0,0,0,0,1,20260403,20261101
0000010_TR16,0,0,0,0,0,1,0,20260404,20261031
0000100_TR5,0,0,0,0,1,0,0,20260410,20261030
0000100_TR6,0,0,0,0,1,0,0,20260724,20260807
1111000_TR8,1,1,1,1,0,0,0,20260407,20261029
1111000_TR9,1,1,1,1,0,0,0,20260722,20260806
1111010_TR3,1,1,1,1,0,1,0,20260404,20261031
1111010_TR4,1,1,1,1,0,1,0,20260722,20260808
0000101_TR2,0,0,0,0,1,0,1,20260403,20261101
0000101_TR3,0,0,0,0,1,0,1,20260724,20260807
0000001_TR24,0,0,0,0,0,0,1,20260406,20261101
0000010_TR17,0,0,0,0,0,1,0,20260403,20261031
0000100_TR7,0,0,0,0,1,0,0,20260410,20261030
1111011_TR3,1,1,1,1,0,1,1,20260403,20261101
1111011_TR4,1,1,1,1,0,1,1,20260722,20260808
1111111_TR38,1,1,1,1,1,1,1,20260403,20261101
1111111_TR39,1,1,1,1,1,1,1,20260722,20260807
0000010_TR18,0,0,0,0,0,1,0,20260403,20261031
0000010_TR19,0,0,0,0,0,1,0,20260725,20260801
1111000_TR10,1,1,1,1,0,0,0,20260407,20261029
1111110_TR10,1,1,1,1,1,1,0,20260601,20261212
1111111_TR40,1,1,1,1,1,1,1,20260601,20261212
0000001_TR25,0,0,0,0,0,0,1,20260607,20261206
0000011_TR23,0,0,0,0,0,1,1,20260321,20261101
0000011_TR24,0,0,0,0,0,1,1,20260704,20260830
0000011_TR25,0,0,0,0,0,1,1,20260321,20261101
0000011_TR26,0,0,0,0,0,1,1,20260418,20260830
0000011_TR27,0,0,0,0,0,1,1,20260321,20260928
1111111_TR41,1,1,1,1,1,1,1,20251214,20261211
0000010_TR20,0,0,0,0,0,1,0,20261212,20261212
1111100_TR18,1,1,1,1,1,0,0,20251215,20261211
1111100_TR19,1,1,1,1,1,0,0,20260707,20260721
1111100_TR20,1,1,1,1,1,0,0,20251215,20261211
1111100_TR21,1,1,1,1,1,0,0,20260713,20260731
1111100_TR22,1,1,1,1,1,0,0,20260309,20261211
0000011_TR28,0,0,0,0,0,1,1,20251214,20261212
0000001_TR26,0,0,0,0,0,0,1,20260607,20261206
1111100_TR23,1,1,1,1,1,0,0,20260617,20261211
1111100_TR24,1,1,1,1,1,0,0,20260601,20261211
0000011_TR29,0,0,0,0,0,1,1,20260606,20261212
1111100_TR25,1,1,1,1,1,0,0,20260707,20261211
0000011_TR30,0,0,0,0,0,1,1,20260606,20260928
0000011_TR31,0,0,0,0,0,1,1,20260321,20261101
0000011_TR32,0,0,0,0,0,1,1,20260711,20260719
0000011_TR33,0,0,0,0,0,1,1,20260321,20261101
0000001_TR27,0,0,0,0,0,0,1,20260322,20261101
0000000_TR24,0,0,0,0,0,0,0,20260404,20260927
0000010_TR21,0,0,0,0,0,1,0,20260321,20261031
0000011_TR34,0,0,0,0,0,1,1,20251214,20261212
1111110_TR11,1,1,1,1,1,1,0,20251215,20261212
0000001_TR28,0,0,0,0,0,0,1,20251214,20261206
1111100_TR26,1,1,1,1,1,0,0,20260624,20261211
0000011_TR35,0,0,0,0,0,1,1,20260425,20260928
1111100_TR27,1,1,1,1,1,0,0,20260616,20261211
0000010_TR22,0,0,0,0,0,1,0,20251220,20261212
1111111_TR42,1,1,1,1,1,1,1,20251213,20261211
1000000_TR5,1,0,0,0,0,0,0,20251215,20261207
0111111_TR2,0,1,1,1,1,1,1,20251214,20261212
1111111_TR43,1,1,1,1,1,1,1,20251214,20261212
0000000_TR25,0,0,0,0,0,0,0,20251214,20261212
1111111_TR44,1,1,1,1,1,1,1,20251215,20261211
0000000_TR26,0,0,0,0,0,0,0,20251220,20261212
1111110_TR12,1,1,1,1,1,1,0,20251215,20261211
1111101_TR12,1,1,1,1,1,0,1,20251214,20261212
1111100_TR28,1,1,1,1,1,0,0,20251214,20261212
0000000_TR27,0,0,0,0,0,0,0,20251214,20261212
1111110_TR13,1,1,1,1,1,1,0,20251215,20261212
1111100_TR29,1,1,1,1,1,0,0,20260615,20261211
1111111_TR45,1,1,1,1,1,1,1,20251214,20261212
1111111_TR46,1,1,1,1,1,1,1,20260706,20260721
1111100_TR30,1,1,1,1,1,0,0,20260626,20261211
1111110_TR14,1,1,1,1,1,1,0,20260309,20261212
1111110_TR15,1,1,1,1,1,1,0,20260707,20260721
0000001_TR29,0,0,0,0,0,0,1,20260308,20261206
0000001_TR30,0,0,0,0,0,0,1,20260706,20260719
0000011_TR36,0,0,0,0,0,1,1,20251214,20261212
0000011_TR37,0,0,0,0,0,1,1,20260706,20260719
1111111_TR47,1,1,1,1,1,1,1,20251214,20261212
1111111_TR48,1,1,1,1,1,1,1,20260705,20260721
1111100_TR31,1,1,1,1,1,0,0,20251215,20261211
0000011_TR38,0,0,0,0,0,1,1,20260705,20260719
0000011_TR39,0,0,0,0,0,1,1,20251214,20261212
1111111_TR49,1,1,1,1,1,1,1,20251214,20261212
1111001_TR1,1,1,1,1,0,0,1,20251214,20261210
1111001_TR2,1,1,1,1,0,0,1,20260706,20260721
0000110_TR1,0,0,0,0,1,1,0,20251219,20261212
0000110_TR2,0,0,0,0,1,1,0,20260705,20260718
1111111_TR50,1,1,1,1,1,1,1,20260308,20261212
1111111_TR51,1,1,1,1,1,1,1,20251214,20261212
0000010_TR23,0,0,0,0,0,1,0,20251220,20261212
0000010_TR24,0,0,0,0,0,1,0,20260711,20260718
1111111_TR52,1,1,1,1,1,1,1,20251214,20261212
1111100_TR32,1,1,1,1,1,0,0,20260427,20260831
1111100_TR33,1,1,1,1,1,0,0,20260701,20260831
1111100_TR34,1,1,1,1,1,0,0,20251215,20261211
1111111_TR53,1,1,1,1,1,1,1,20251214,20261212
1111111_TR54,1,1,1,1,1,1,1,20260425,20260928
1111100_TR35,1,1,1,1,1,0,0,20260701,20260831
1111111_TR55,1,1,1,1,1,1,1,20251214,20261212
1100101_TR1,1,1,0,0,1,0,1,20260802,20260807
0011000_TR2,0,0,1,1,0,0,0,20260707,20260716
1111111_TR56,1,1,1,1,1,1,1,20251213,20261211
1001011_TR1,1,0,0,1,0,1,1,20260801,20260806
0110000_TR1,0,1,1,0,0,0,0,20260706,20260715
0111100_TR3,0,1,1,1,1,0,0,20251216,20261211
0000010_TR25,0,0,0,0,0,1,0,20251220,20261212
1111101_TR13,1,1,1,1,1,0,1,20251214,20261211
