from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id,max_waiting_time
U142Z301,U142Z301,2,240,,,0
U480Z301,U480Z301,2,180,,,0
U2816Z301,U2816Z301,2,120,,,0
U458Z301,U458Z301,2,120,,,0
U2236Z301,U2236Z301,2,120,,,0
U463Z301,U463Z301,2,120,,,0
U2848Z301,U2848Z301,2,120,,,0
U134Z301,U134Z301,2,120,,,0
U474Z301,U474Z301,2,120,,,0
U115Z301,U115Z301,2,120,,,0
U2781Z301,U2781Z301,2,120,,,0
U818Z301,U818Z301,2,120,,,0
U1383Z301,U1383Z301,2,120,,,0
U142Z301,U142Z101P,2,300,,,0
U142Z101P,U142Z301,2,300,,,0
U142Z301,U142Z102P,2,300,,,0
U142Z102P,U142Z301,2,300,,,0
U458Z301,U458Z101P,2,180,,,0
U458Z101P,U458Z301,2,180,,,0
U458Z301,U458Z102P,2,180,,,0
U458Z102P,U458Z301,2,180,,,0
U458Z301,U458Z1P,2,180,,,0
U458Z1P,U458Z301,2,180,,,0
U458Z301,U458Z10P,2,180,,,0
U458Z10P,U458Z301,2,180,,,0
U458Z301,U458Z11P,2,180,,,0
U458Z11P,U458Z301,2,180,,,0
U458Z301,U458Z11,2,180,,,0
U458Z11,U458Z301,2,180,,,0
U458Z301,U458Z12,2,180,,,0
U458Z12,U458Z301,2,180,,,0
U458Z301,U458Z13P,2,180,,,0
U458Z13P,U458Z301,2,180,,,0
U458Z301,U458Z13,2,180,,,0
U458Z13,U458Z301,2,180,,,0
U458Z301,U458Z16,2,180,,,0
U458Z16,U458Z301,2,180,,,0
U458Z301,U458Z17P,2,180,,,0
U458Z17P,U458Z301,2,180,,,0
U458Z301,U458Z17,2,180,,,0
U458Z17,U458Z301,2,180,,,0
U458Z301,U458Z2P,2,180,,,0
U458Z2P,U458Z301,2,180,,,0
U458Z301,U458Z7,2,180,,,0
U458Z7,U458Z301,2,180,,,0
U458Z301,U458Z8P,2,180,,,0
U458Z8P,U458Z301,2,180,,,0
U458Z301,U458Z9P,2,180,,,0
U458Z9P,U458Z301,2,180,,,0
U336Z1,U336Z1P,1,,959_31_260607,903_73_260330,600
U651Z2P,U651Z5P,1,,93_1661_260627,903_100_251112,600
U651Z2P,U651Z5P,1,,93_2005_260717,903_100_251112,600
U651Z2P,U651Z5P,1,,93_1656_260627,903_101_251112,600
U651Z2P,U651Z5P,1,,93_1998_260717,903_101_251112,600
U97Z1P,U97Z2P,1,,109_1121_241216,163_1154_260101,120
U97Z1P,U97Z2P,1,,109_241_251004,163_1154_260101,120
U28Z1P,U28Z1P,1,,221_1545_260427,163_1154_260101,180
U28Z2P,U28Z2P,1,,221_1546_260427,163_1123_260101,180
U1071Z3P,U1071Z3P,1,,909_271_260708,916_175_260101,180
U1071Z3P,U1071Z3P,1,,909_271_260713,916_175_260101,180
U1071Z3P,U1071Z3P,1,,909_264_260708,916_177_260101,600
U1071Z3P,U1071Z3P,1,,909_264_260711,916_177_260101,600
U28Z2P,U28Z2P,1,,221_1544_260427,163_1121_260101,180
U97Z1P,U97Z2P,1,,109_1157_241221,163_1122_260101,120
U28Z1P,U28Z1P,1,,221_1494_260427,163_1122_260101,180
U28Z2P,U28Z2P,1,,221_1495_260427,163_1174_260101,180
U97Z1P,U97Z2P,1,,109_270_250929,163_1175_260101,120
U28Z1P,U28Z1P,1,,221_1523_260427,163_1175_260101,180
U28Z2P,U28Z2P,1,,221_1518_260427,163_1172_260101,180
U28Z2P,U28Z2P,1,,221_1491_260427,163_1187_260102,180
U28Z2P,U28Z2P,1,,221_1493_260427,163_1137_260101,180
U97Z1P,U97Z2P,1,,109_1083_250929,163_1138_260101,120
U28Z1P,U28Z1P,1,,221_1496_260427,163_1138_260101,180
U97Z1P,U97Z2P,1,,109_820_240701,163_1136_260101,120
U97Z1P,U97Z2P,1,,109_1042_251004,163_1136_260101,120
U28Z1P,U28Z1P,1,,221_1519_260427,163_1136_260101,180
U28Z2P,U28Z2P,1,,221_1520_260427,163_1155_260101,180
U97Z1P,U97Z2P,1,,109_253_250929,163_1156_260101,120
U28Z1P,U28Z1P,1,,221_1547_260427,163_1156_260101,180
U461Z301,U461Z2P,1,,1009_2571_251214,228_1069_260323,300
U461Z301,U461Z2P,1,,1009_2577_251214,228_1070_260323,300
U461Z301,U461Z2P,1,,1009_2569_251214,228_1060_260323,300
U461Z301,U461Z2P,1,,1009_2573_251214,228_1061_260323,300
U28Z2P,U28Z2P,1,,163_1186_260102,209_2375_260702,180
U461Z301,U461Z2P,1,,1009_2515_251215,209_2377_260702,300
U461Z301,U461Z2P,1,,1009_2512_251215,209_2377_260702,300
U461Z301,U461Z2P,1,,1009_2527_251214,209_2379_260702,600
U461Z301,U461Z2P,1,,1009_2537_251214,209_2381_260702,600
U461Z301,U461Z2P,1,,1009_2547_251215,209_2383_260702,300
U461Z301,U461Z2P,1,,1009_2561_251215,209_2385_260702,300
U461Z301,U461Z2P,1,,1009_9165_251214,209_2387_260702,600
U461Z301,U461Z2P,1,,1009_2509_251214,209_2389_260702,300
U461Z301,U461Z2P,1,,1009_2521_251215,209_2391_260702,300
U461Z301,U461Z2P,1,,1009_2531_251214,209_2393_260702,600
U461Z301,U461Z2P,1,,1009_2541_251214,209_2395_260702,600
U461Z301,U461Z2P,1,,1009_2555_251215,209_2397_260702,300
U461Z301,U461Z2P,1,,1009_2567_251214,209_2399_260702,600
U461Z301,U461Z2P,1,,1009_9169_251214,209_1613_260702,600
U461Z301,U461Z2P,1,,1009_2513_251214,209_2403_260702,300
U461Z301,U461Z2P,1,,1009_2525_251214,209_2405_260702,600
U461Z301,U461Z2P,1,,1009_2535_251214,209_2407_260702,600
U461Z301,U461Z2P,1,,1009_2545_251214,209_2409_260702,300
U461Z301,U461Z2P,1,,1009_2557_251215,209_2411_260702,300
U97Z1P,U97Z2P,1,,109_1081_250929,163_1173_260101,120
U28Z1P,U28Z1P,1,,221_1521_260427,163_1173_260101,180
U28Z2P,U28Z2P,1,,221_1522_260427,163_1157_260101,180
U97Z1P,U97Z2P,1,,109_306_250929,163_1030_260101,120
U28Z1P,U28Z1P,1,,221_1320_260427,163_1030_260101,180
U461Z301,U461Z2P,1,,1009_2507_251215,209_2413_260702,300
U461Z301,U461Z2P,1,,1009_2517_251215,209_2415_260702,300
U461Z301,U461Z2P,1,,1009_2553_251215,209_2418_260702,300
U461Z301,U461Z2P,1,,1009_2565_251215,209_1632_260102,600
U461Z301,U461Z2P,1,,1009_2519_251215,209_2420_260702,300
U461Z301,U461Z2P,1,,1009_2529_251214,209_2422_260702,600
U461Z301,U461Z2P,1,,1009_2549_251215,209_2424_260702,300
U461Z301,U461Z2P,1,,1009_2559_251215,209_2426_260702,300
U461Z301,U461Z2P,1,,1009_2539_251214,209_2428_260702,600
U461Z301,U461Z2P,1,,1009_2551_251215,209_2430_260702,300
U461Z301,U461Z2P,1,,1009_2563_251215,209_2432_260702,600
U461Z301,U461Z2P,1,,1009_2511_251215,209_2434_260702,300
U461Z301,U461Z2P,1,,1009_2523_251214,209_2436_260702,600
U461Z301,U461Z2P,1,,1009_2533_251214,209_2438_260702,600
U461Z301,U461Z2P,1,,1009_2543_251215,209_2440_260702,300
U454Z301,U454Z2P,1,,1001_8605_251215,210_323_250401,600
U454Z301,U454Z2P,1,,1001_8611_251215,210_266_241216,600
U454Z301,U454Z2P,1,,1001_8613_251215,210_268_241216,600
U454Z301,U454Z2P,1,,1001_8615_251215,210_270_241216,600
U454Z301,U454Z2P,1,,1001_9323_251214,210_272_241216,1200
U454Z301,U454Z2P,1,,1001_9325_251214,210_274_241216,1200
U454Z301,U454Z2P,1,,1001_9327_251214,210_276_241216,1200
U454Z301,U454Z2P,1,,1001_9329_251215,210_278_241216,600
U454Z301,U454Z2P,1,,1001_8625_251215,210_280_241216,600
U454Z301,U454Z2P,1,,1001_9331_251215,210_282_241216,600
U454Z301,U454Z2P,1,,1001_9333_251215,210_284_241216,600
U454Z301,U454Z2P,1,,1001_9335_251215,210_286_241216,600
U454Z301,U454Z2P,1,,1001_9337_251215,210_288_241216,600
U454Z301,U454Z2P,1,,1001_9339_251215,210_290_241216,600
U454Z301,U454Z2P,1,,1001_9341_251215,210_292_241216,600
U454Z301,U454Z2P,1,,1001_9343_251215,210_294_241216,600
U454Z301,U454Z2P,1,,1001_9345_251215,210_296_241216,600
U454Z301,U454Z2P,1,,1001_9347_251215,210_298_241216,600
U454Z301,U454Z2P,1,,1001_9349_251215,210_300_241216,600
U454Z301,U454Z2P,1,,1001_9351_251215,210_302_241216,600
U454Z301,U454Z2P,1,,1001_9353_251215,210_304_241216,600
U454Z301,U454Z2P,1,,1001_9355_251215,210_306_241216,1200
U454Z301,U454Z2P,1,,1001_9357_251215,210_308_241216,1200
U454Z301,U454Z3P,1,,1001_9321_251214,212_491_260427,300
U454Z301,U454Z3P,1,,1001_9321_251215,212_491_260427,300
U454Z301,U454Z3P,1,,1001_8617_251214,212_493_260427,300
U454Z301,U454Z3P,1,,1001_8617_251215,212_493_260427,300
U454Z301,U454Z3P,1,,1001_9323_251214,212_495_260427,300
U454Z301,U454Z3P,1,,1001_8619_251214,212_497_260427,300
U454Z301,U454Z3P,1,,1001_9325_251214,212_499_260427,300
U454Z301,U454Z3P,1,,1001_8621_251214,212_501_260427,300
U454Z301,U454Z3P,1,,1001_9327_251214,212_503_260427,300
U454Z301,U454Z3P,1,,1001_8623_251214,212_505_260427,300
U454Z301,U454Z3P,1,,1001_9329_251214,212_507_260427,300
U454Z301,U454Z3P,1,,1001_9329_251215,212_507_260427,300
U454Z301,U454Z3P,1,,1001_8625_251214,212_509_260427,300
U454Z301,U454Z3P,1,,1001_8625_251215,212_509_260427,300
U454Z301,U454Z3P,1,,1001_9331_251215,212_511_260427,300
U454Z301,U454Z3P,1,,1001_9331_251214,212_511_260427,300
U454Z301,U454Z3P,1,,1001_9333_251215,212_513_260427,300
U454Z301,U454Z3P,1,,1001_9333_251214,212_513_260427,300
U454Z301,U454Z3P,1,,1001_9335_251214,212_515_260427,300
U454Z301,U454Z3P,1,,1001_9335_251215,212_515_260427,300
U454Z301,U454Z3P,1,,1001_9337_251215,212_517_260427,300
U454Z301,U454Z3P,1,,1001_9337_251214,212_517_260427,300
U454Z301,U454Z3P,1,,1001_9339_251214,212_519_260427,300
U454Z301,U454Z3P,1,,1001_9339_251215,212_519_260427,300
U454Z301,U454Z3P,1,,1001_9341_251215,212_520_260501,300
U454Z301,U454Z3P,1,,1001_9341_251214,212_520_260501,300
U454Z301,U454Z3P,1,,1001_9343_251214,212_521_260501,300
U454Z301,U454Z3P,1,,1001_9343_251215,212_521_260501,300
U454Z301,U454Z3P,1,,1001_9345_251215,212_522_260501,300
U454Z301,U454Z3P,1,,1001_9345_251214,212_522_260501,300
U454Z301,U454Z3P,1,,1001_9347_251214,212_523_260501,300
U454Z301,U454Z3P,1,,1001_9347_251215,212_523_260501,300
U454Z301,U454Z3P,1,,1001_9349_251215,212_524_260501,300
U454Z301,U454Z3P,1,,1001_9349_251214,212_524_260501,300
U454Z301,U454Z3P,1,,1001_9351_251214,212_525_260501,300
U454Z301,U454Z3P,1,,1001_9351_251215,212_525_260501,300
U454Z301,U454Z3P,1,,1001_9353_251215,212_527_260427,300
U454Z301,U454Z3P,1,,1001_9353_251214,212_527_260427,300
U454Z301,U454Z3P,1,,1001_9355_251214,212_529_260427,300
U454Z301,U454Z3P,1,,1001_9355_251215,212_529_260427,300
U454Z301,U454Z3P,1,,1001_8651_251214,212_531_260427,300
U454Z301,U454Z3P,1,,1001_8651_251215,212_531_260427,300
U454Z301,U454Z3P,1,,1001_9357_251214,212_533_260427,300
U454Z301,U454Z3P,1,,1001_9357_251215,212_533_260427,300
U454Z301,U454Z3P,1,,1001_8653_251214,212_535_260427,300
U454Z301,U454Z3P,1,,1001_9359_251214,212_537_260427,300
U454Z301,U454Z3P,1,,1001_8655_251214,212_539_260427,300
U454Z301,U454Z3P,1,,1001_9307_251215,221_1497_260427,180
U454Z301,U454Z3P,1,,1001_9311_251215,221_1554_260427,300
U28Z2P,U28Z2P,1,,163_1172_260101,221_1518_260427,180
U28Z1P,U28Z1P,1,,163_1136_260101,221_1519_260427,180
U454Z301,U454Z3P,1,,1001_8653_251214,221_1519_260427,600
U28Z2P,U28Z2P,1,,163_1155_260101,221_1520_260427,180
U28Z1P,U28Z1P,1,,163_1173_260101,221_1521_260427,180
U454Z301,U454Z3P,1,,1001_9361_251214,221_1521_260427,600
U28Z2P,U28Z2P,1,,163_1157_260101,221_1522_260427,180
U28Z1P,U28Z1P,1,,163_1175_260101,221_1523_260427,180
U454Z301,U454Z3P,1,,1001_8659_251214,221_1523_260427,600
U454Z301,U454Z3P,1,,1001_8659_260531,221_1523_260427,600
U454Z301,U454Z3P,1,,1001_9313_251215,221_1574_260427,300
U28Z2P,U28Z2P,1,,163_1121_260101,221_1544_260427,180
U28Z1P,U28Z1P,1,,163_1154_260101,221_1545_260427,180
U454Z301,U454Z3P,1,,1001_9359_251214,221_1545_260427,600
U28Z2P,U28Z2P,1,,163_1123_260101,221_1546_260427,180
U28Z1P,U28Z1P,1,,163_1156_260101,221_1547_260427,180
U454Z301,U454Z3P,1,,1001_8657_251214,221_1547_260427,600
U454Z301,U454Z3P,1,,1001_8657_260531,221_1547_260427,600
U28Z1P,U28Z1P,1,,163_1030_260101,221_1320_260427,180
U454Z301,U454Z3P,1,,1001_9301_251213,221_1320_260427,600
U454Z301,U454Z3P,1,,1001_9309_251215,221_1594_260427,300
U454Z301,U454Z3P,1,,1001_9315_251215,221_1596_260427,300
U28Z2P,U28Z2P,1,,163_1187_260102,221_1491_260427,180
U28Z2P,U28Z2P,1,,163_1185_260101,221_1491_260427,180
U454Z301,U454Z3P,1,,1001_9357_251215,221_1492_260427,600
U28Z2P,U28Z2P,1,,163_1137_260101,221_1493_260427,180
U28Z1P,U28Z1P,1,,163_1122_260101,221_1494_260427,180
U454Z301,U454Z3P,1,,1001_8655_251214,221_1494_260427,600
U28Z2P,U28Z2P,1,,163_1174_260101,221_1495_260427,180
U28Z1P,U28Z1P,1,,163_1138_260101,221_1496_260427,180
U454Z301,U454Z3P,1,,1001_9363_251215,221_1496_260427,600
U454Z301,U454Z3P,1,,1001_9363_260603,221_1496_260427,600
U454Z301,U454Z3P,1,,1001_9363_251214,221_1496_260427,600
U651Z2P,U651Z5P,1,,93_1658_260627,903_102_251112,600
U651Z2P,U651Z5P,1,,93_2007_260717,903_102_251112,600
U651Z2P,U651Z5P,1,,93_1659_260627,903_80_251112,600
U651Z2P,U651Z5P,1,,93_2009_260717,903_80_251112,600
U461Z301,U461Z2P,1,,1009_2529_251214,228_1055_260323,300
U461Z301,U461Z2P,1,,1009_2537_251214,228_1056_260323,300
U461Z301,U461Z2P,1,,1009_2545_251214,228_1057_260323,300
U461Z301,U461Z2P,1,,1009_2553_251215,228_1058_260323,300
U461Z301,U461Z2P,1,,1009_2561_251215,228_1059_260323,300
U461Z301,U461Z2P,1,,1009_2525_251214,228_1063_260323,300
U461Z301,U461Z2P,1,,1009_2533_251214,228_1064_260323,300
U461Z301,U461Z2P,1,,1009_2541_251214,228_1065_260323,300
U461Z301,U461Z2P,1,,1009_2549_251215,228_1066_260323,300
U461Z301,U461Z2P,1,,1009_2557_251215,228_1067_260323,300
U461Z301,U461Z2P,1,,1009_2565_251215,228_1068_260323,300
U461Z301,U461Z2P,1,,1009_2521_251215,228_1054_260323,300
U461Z301,U461Z2P,1,,1009_2543_251215,228_1073_260323,300
U461Z301,U461Z2P,1,,1009_2551_251215,228_1074_260323,300
U461Z301,U461Z2P,1,,1009_2559_251215,228_1075_260323,300
U461Z301,U461Z2P,1,,1009_2539_251214,228_140_260102,300
U461Z301,U461Z2P,1,,1009_2547_251215,228_1077_260323,300
U461Z301,U461Z2P,1,,1009_2555_251215,228_1078_260323,300
U461Z301,U461Z2P,1,,1009_2563_251215,228_1079_260323,300
U107Z1P,U107Z1P,1,,228_998_260216,240_2604_260608,120
U902Z3P,U902Z2P,1,,907_504_260707,917_84_260302,360
U902Z3P,U902Z2P,1,,907_454_260707,917_85_260302,360
U902Z3P,U902Z2P,1,,907_453_260707,917_86_260302,360
U902Z3P,U902Z2P,1,,907_452_260707,917_87_260302,360
U107Z1P,U107Z1P,1,,228_986_260216,240_2606_260608,120
U107Z1P,U107Z1P,1,,228_1039_260221,240_2606_260608,120
U107Z1P,U107Z1P,1,,228_988_260216,240_2607_260608,120
U107Z1P,U107Z1P,1,,228_1041_260221,240_2607_260608,120
U107Z1P,U107Z1P,1,,228_969_260216,240_2598_260608,120
U107Z1P,U107Z1P,1,,228_1026_260221,240_2598_260608,120
U1225Z1P,U1225Z2P,1,,241_1885_260629,243_208_260629,300
U1225Z1P,U1225Z2P,1,,241_1878_260629,243_210_260629,300
U1225Z1P,U1225Z2P,1,,241_1844_260629,243_212_260629,300
U1225Z1P,U1225Z2P,1,,241_1857_260629,243_214_260629,300
U1225Z1P,U1225Z2P,1,,241_1869_260629,243_216_260629,300
U1225Z1P,U1225Z2P,1,,241_1846_260629,243_218_260629,300
U1225Z1P,U1225Z2P,1,,241_1889_260629,243_219_260629,300
U1225Z1P,U1225Z2P,1,,241_1847_260629,243_221_260629,300
U1225Z1P,U1225Z2P,1,,241_1870_260629,243_223_260629,300
U1225Z1P,U1225Z2P,1,,241_1860_260629,243_225_260629,300
U1225Z1P,U1225Z2P,1,,241_1895_260629,243_227_260629,300
U1225Z1P,U1225Z2P,1,,241_1891_260629,243_229_260629,300
U1225Z1P,U1225Z2P,1,,241_1849_260629,243_231_260629,300
U1225Z1P,U1225Z2P,1,,241_1896_260629,243_233_260629,300
U1225Z1P,U1225Z2P,1,,241_1850_260629,243_235_260629,300
U1225Z1P,U1225Z2P,1,,241_1873_260629,243_237_260629,300
U1225Z1P,U1225Z2P,1,,241_2094_260420,243_238_260629,300
U1225Z1P,U1225Z2P,1,,241_2201_260629,243_240_260629,300
U1225Z1P,U1225Z2P,1,,241_2050_260418,243_91_260504,300
U1225Z1P,U1225Z2P,1,,241_1874_260418,242_37_241031,300
U1225Z1P,U1225Z2P,1,,241_2051_260418,243_144_260504,300
U1225Z1P,U1225Z2P,1,,241_1868_260629,242_306_260629,300
U1225Z1P,U1225Z2P,1,,241_1845_260629,242_308_260629,300
U1225Z1P,U1225Z2P,1,,241_1858_260629,242_310_260629,300
U1225Z1P,U1225Z2P,1,,241_1899_260629,242_312_260629,300
U1225Z1P,U1225Z2P,1,,241_1894_260629,242_314_260629,300
U1225Z1P,U1225Z2P,1,,241_1848_260629,242_316_260629,300
U1225Z1P,U1225Z2P,1,,241_1861_260629,242_318_260629,300
U1225Z1P,U1225Z2P,1,,241_1862_260629,242_320_260629,300
U1225Z1P,U1225Z2P,1,,241_1867_260629,242_326_260629,300
U1225Z1P,U1225Z2P,1,,241_1856_260629,242_328_260629,300
U1225Z1P,U1225Z2P,1,,241_1859_260629,242_329_260629,300
U1225Z1P,U1225Z2P,1,,241_1890_260629,242_331_260629,300
U1225Z1P,U1225Z2P,1,,241_1871_260629,242_333_260629,300
U1225Z1P,U1225Z2P,1,,241_1872_260629,242_335_260629,300
U1225Z1P,U1225Z2P,1,,241_1897_260629,242_337_260629,300
U1225Z1P,U1225Z2P,1,,241_2094_260420,242_339_260629,300
U1225Z1P,U1225Z2P,1,,241_1900_260629,242_341_260629,300
U1915Z2,U1915Z1,1,,324_2139_260525,627_371_260427,600
U4777Z2,U4777Z5,1,,389_729_260608,627_405_260525,300
U4777Z2,U4777Z5,1,,389_729_260702,627_405_260525,300
U2842Z1,U2842Z2,1,,2858_40_250717,323_570_260629,300
U2134Z1,U2134Z1,1,,429_312_260622,323_581_260629,1800
U2134Z2,U2134Z2,1,,323_582_260629,322_1585_260504,300
U2835Z301,U2835Z1,1,,1005_9812_260707,429_316_260622,600
U2835Z301,U2835Z1,1,,1005_9856_260601,429_289_241202,600
U2134Z2,U2134Z1,1,,342_844_260601,429_318_260622,300
U2835Z301,U2835Z1,1,,1005_9818_260707,429_318_260622,600
U2835Z301,U2835Z1,1,,1005_9822_260707,429_304_260622,600
U2835Z301,U2835Z1,1,,1005_9822_260705,429_304_260622,600
U2835Z301,U2835Z1,1,,1005_9826_260707,429_320_260622,600
U2835Z301,U2835Z1,1,,1005_9830_260707,429_308_260622,600
U2835Z301,U2835Z1,1,,1005_9830_260705,429_308_260622,600
U2835Z301,U2835Z1,1,,1005_9858_260601,429_310_260622,600
U2835Z301,U2835Z1,1,,1005_9858_260606,429_310_260622,600
U2835Z301,U2835Z1,1,,1005_9834_260705,429_312_260622,600
U2835Z301,U2835Z1,1,,1005_9814_260705,429_300_260622,600
U2835Z301,U2835Z1,1,,1005_9820_260707,429_294_260629,600
U2835Z301,U2835Z1,1,,1005_9824_260707,429_326_260622,600
U2835Z301,U2835Z1,1,,1005_9828_260707,429_328_260622,600
U1915Z1,U1915Z1,1,,627_403_260525,324_2142_260629,300
U1915Z1,U1915Z1,1,,627_291_260713,324_2142_260629,300
U1915Z1,U1915Z1,1,,627_294_260713,324_2144_260629,300
U1915Z1,U1915Z1,1,,627_386_260427,324_2146_260629,300
U1915Z1,U1915Z1,1,,627_300_260713,324_2146_260629,300
U1915Z2,U1915Z1,1,,650_735_260615,627_409_260629,300
U1915Z1,U1915Z1,1,,627_379_260427,324_2153_260629,300
U1915Z1,U1915Z1,1,,627_292_260713,324_2153_260629,300
U1915Z2,U1915Z1,1,,324_2149_260525,627_391_260427,600
U4777Z15,U4777Z5,1,,388_365_260629,627_380_260427,300
U1915Z2,U1915Z1,1,,324_2143_260525,627_381_260427,600
U4363Z1,U4363Z1,1,,413_218_260702,617_706_260525,600
U4363Z2,U4363Z1,1,,646_529_251103,617_706_260525,600
U4363Z1,U4363Z1,1,,646_533_251103,617_706_260525,600
U4364Z1,U4364Z2,1,,413_225_260702,617_706_260525,300
U4363Z1,U4363Z1,1,,413_228_260702,617_904_260525,600
U4363Z2,U4363Z1,1,,646_517_251103,617_904_260525,600
U4363Z1,U4363Z1,1,,646_572_251215,617_904_260525,600
U4363Z1,U4363Z1,1,,413_222_260702,617_707_260525,600
U4363Z2,U4363Z1,1,,646_519_251103,617_707_260525,600
U4363Z1,U4363Z1,1,,646_511_251103,617_707_260525,600
U4364Z1,U4364Z2,1,,413_229_260702,617_707_260525,300
U4777Z15,U4777Z5,1,,388_370_260629,627_407_260525,300
U4777Z15,U4777Z5,1,,388_367_260629,627_386_260427,300
U1915Z1,U1915Z1,1,,300_1420_260427,627_387_260427,600
U4777Z15,U4777Z5,1,,388_346_260627,627_388_260427,600
U4363Z1,U4363Z1,1,,413_249_260702,617_905_260525,600
U4363Z2,U4363Z1,1,,646_508_251103,617_905_260525,600
U4363Z1,U4363Z1,1,,646_516_251103,617_905_260525,600
U4363Z1,U4363Z1,1,,413_248_260702,617_709_260525,600
U4363Z2,U4363Z1,1,,646_510_251103,617_709_260525,600
U4363Z1,U4363Z1,1,,646_518_251103,617_709_260525,600
U4364Z1,U4364Z2,1,,413_250_260702,617_709_260525,300
U4363Z1,U4363Z1,1,,413_230_260702,617_704_260525,600
U4363Z2,U4363Z1,1,,646_521_251101,617_704_260525,600
U4363Z1,U4363Z1,1,,646_513_251101,617_704_260525,600
U4363Z1,U4363Z1,1,,413_237_260702,617_710_260525,600
U4363Z2,U4363Z1,1,,646_514_251103,617_710_260525,600
U4363Z1,U4363Z1,1,,646_522_251103,617_710_260525,600
U4364Z1,U4364Z2,1,,413_238_260702,617_710_260525,300
U454Z301,U454Z72,1,,1001_8635_251215,303_1400_260427,300
U454Z301,U454Z3,1,,1001_8639_251215,303_1401_260427,300
U454Z301,U454Z3,1,,1001_8655_251214,303_1403_260427,300
U454Z301,U454Z72,1,,1001_8631_251215,303_1452_260629,300
U454Z301,U454Z3,1,,1001_8635_251215,303_1405_260427,300
U454Z301,U454Z72,1,,1001_8647_251215,303_1406_260427,300
U454Z301,U454Z3,1,,1061_28257_251215,303_831_260427,300
U454Z301,U454Z3,1,,1001_8657_251214,303_1409_260427,300
U454Z301,U454Z3,1,,1001_8657_260531,303_1409_260427,300
U454Z301,U454Z72,1,,1001_8659_251214,303_1459_260427,300
U454Z301,U454Z72,1,,1001_8659_260531,303_1459_260427,300
U1500Z2,U1500Z1,1,,344_35_250901,303_1412_260427,300
U1500Z2,U1500Z1,1,,344_60_250901,303_1413_260629,300
U454Z301,U454Z72,1,,1061_28215_251215,303_1413_260629,300
U454Z301,U454Z3,1,,1061_28219_251215,303_1414_260427,300
U1500Z2,U1500Z1,1,,344_48_250901,303_1415_260427,300
U454Z301,U454Z72,1,,1061_28223_251215,303_1415_260427,300
U454Z301,U454Z3,1,,1061_28227_251215,303_1416_260427,300
U454Z301,U454Z72,1,,1001_8633_251215,303_1417_260427,300
U1253Z2,U1253Z3,1,,765_324_260629,303_1418_260427,300
U454Z301,U454Z3,1,,1001_8637_251215,303_1418_260427,300
U454Z301,U454Z72,1,,1001_8649_251215,303_1419_260427,300
U1500Z2,U1500Z1,1,,303_695_260427,344_45_260427,300
U454Z301,U454Z72,1,,1001_8637_251215,303_1438_260427,300
U1253Z2,U1253Z3,1,,765_337_260629,303_1439_260427,300
U454Z301,U454Z3,1,,1001_8641_251215,303_1439_260427,300
U1500Z2,U1500Z1,1,,303_42_260427,344_52_260323,300
U1500Z1,U1500Z1,1,,344_432_260629,303_1454_260629,1200
U454Z301,U454Z72,1,,1001_8625_251215,303_1454_260629,300
U1253Z2,U1253Z3,1,,765_335_260629,303_1428_260427,300
U454Z301,U454Z3,1,,1001_8627_251215,303_1428_260427,300
U454Z301,U454Z72,1,,1001_8639_251215,303_1429_260427,300
U454Z301,U454Z3,1,,1001_8643_251215,303_1430_260427,300
U1500Z2,U1500Z1,1,,344_136_260629,303_1431_260427,300
U454Z301,U454Z3,1,,1001_8629_251215,303_1455_260629,300
U454Z301,U454Z72,1,,1001_8641_251215,303_1433_260427,300
U1253Z2,U1253Z3,1,,765_332_260629,303_1434_260427,300
U454Z301,U454Z3,1,,1001_8645_251215,303_1434_260427,300
U1500Z2,U1500Z1,1,,344_403_250901,303_865_260629,300
U454Z301,U454Z72,1,,1001_8629_251215,303_1435_260427,300
U454Z301,U454Z3,1,,1001_8633_251215,303_1456_260629,300
U454Z301,U454Z72,1,,1001_8645_251215,303_1437_260427,300
U1253Z2,U1253Z3,1,,765_328_260629,303_1447_260427,300
U454Z301,U454Z72,1,,1001_9321_251215,303_1448_260427,300
U454Z301,U454Z3,1,,1061_28215_251215,303_1449_260427,300
U454Z301,U454Z72,1,,1001_8627_251215,303_1453_260629,300
U1253Z2,U1253Z3,1,,765_330_260629,303_1424_260427,300
U454Z301,U454Z3,1,,1001_8631_251215,303_1424_260427,300
U454Z301,U454Z72,1,,1001_8643_251215,303_1425_260427,300
U454Z301,U454Z3,1,,1001_8647_251215,303_710_260427,300
U1500Z2,U1500Z1,1,,344_6_250901,303_1442_260427,300
U454Z301,U454Z72,1,,1061_28219_251215,303_1442_260427,300
U454Z301,U454Z3,1,,1061_28223_251215,303_1443_260427,300
U1500Z2,U1500Z1,1,,344_16_250901,303_1444_260427,300
U454Z301,U454Z72,1,,1061_28227_251215,303_1444_260427,300
U6829Z1,U6829Z1,1,,760_306_260525,305_610_260701,600
U9331Z1,U9331Z1,1,,580_472_260601,305_610_260701,600
U6829Z1,U6829Z1,1,,760_318_260525,305_611_260701,600
U6829Z1,U6829Z1,1,,760_337_260701,305_612_260701,600
U6829Z2,U6829Z2,1,,305_529_260701,760_334_260701,900
U6829Z1,U6829Z1,1,,305_614_260701,760_297_260525,600
U6867Z1,U6867Z1,1,,573_122_251215,404_36_250815,300
